nama,area,rating,deskripsi,reviews,place_id,sentiment
Javanegra Gourmet Atelier & Taverna 212,Blok M,5.0,"Tempat makan yang berkonsep khusus reservasi, menyajikan menu paket omakase gaya Mediterania.","Resto ini lebih seperti kedai kopi modern. Bisa untuk ngopi-ngopi cantik gitu deh. Walaupun tetap ada menu-menu utama nya. Bisa juga untuk keluarga, bawa anak-anak.  Selain untuk makan ditempat, juga menerima catering untuk gathering, baik di lokasi resto tsb ataupun di lokasi diluar resto tsb.",ChIJ22OByHLxaS4RLMY1bVzr_Cs,positive
Citra Landmark Ciracas,Ciracas,5.0,,"Area komersial sebagai ""Urban Oasis"" yang menyenangkan di Jakarta Timur, khususnya daerah Ciracas. Cocok dikunjungi beramai-ramai sebagai keluarga, untuk makan bersama, hangout bersama teman-teman muda untuk aktivitas olahraga.  Parkiran kendaraan memadai dan luas, lalu ada area publik juga. Benar-benar cocok sebagai urban retreat di tengah kota. Semoga kedepan semakin berkembang fasilitas dan kenyamanannya.",ChIJAZkp2PHtaS4RxaFj9-yKVeU,positive
Bebek Muda Ciputat,Bintaro,5.0,,"Lokasinya strategis, tempatnya luas dan bersih, secara menu variatif segala jenis bebek dan signature nya bebek muda nya.  Tempatnya underrated walaupun di tengah kemacetan ciputat  Untuk rasa cukup oke, juicy, dan harga masih ok.",ChIJYX38QwDvaS4RcpnlbDPuBao,positive
Ratu Cobek,TB Simatupang,5.0,,Ikan asinnya mantap harga bersahabat,ChIJj7XYq5j7aS4RpN6e2zETdjU,positive
HAKA Restaurant,Gambir,5.0,"Restoran China luas yang menyajikan masakan Hakka, plus ruang untuk karaoke & acara.","Dateng ke sini bareng keluarga besar buat makan-makan, dan dari awal masuk aja udah kerasa kalau restoran ini emang dibuat khusus untuk acara keluarga. Interiornya punya vibes Chinese traditional yang kuat—banyak ornamen klasik, warna-warna warm, dan meja-meja bundar besar yang bikin suasana makan jadi lebih komunal. Tentu aja ada meja puter (lazy susan), elemen wajib restoran Chinese yang bikin setiap orang bisa ambil makanan dengan mudah tanpa ribet.  Ruangannya cukup luas dan tertata rapi, jadi walaupun datang ramean tetap terasa lega. Bahkan restoran ini memang dikenal bisa dipakai untuk acara sangjit, dan memang cocok banget karena ambience-nya elegan tapi tetap homey. Jadi buat acara keluarga besar rasanya pas, ga terlalu formal tapi tetep ada nuansa “momen spesial”-nya.  Soal makanan… jujur ga ada yang gagal sama sekali. Pilihan menunya banyak, dan semuanya bener-bener rasanya medok, seasonings-nya masuk banget, tidak ada menu yang bland atau setengah-setengah. Menu seafood fresh, dagingnya empuk, ayamnya flavorful, sayurnya pun diolah dengan bumbu yang berasa banget. Kuah-kuahan dan supnya juga enak, bukan tipe yang cuma asin doang. Pokoknya setiap hidangan tuh terasa kaya dan autentik.  Yang bikin makin nyaman, pelayanannya cepat dan sigap. Staff-nya selalu standby, perhatian sama meja, dan langsung datang kalau ada yang diminta. Refill teh ga perlu diminta dua kali, piring kotor cepat diberesin, dan semuanya dilayanin dengan cara yang proper ala restoran Chinese yang profesional.  Makan di sini tuh rasanya bener-bener lengkap: suasananya pas, makanan enak, porsinya aman, dan cocok buat segala umur. Anak kecil sampai orang tua semua nyaman makan di sini.  Pokoknya kalau lagi butuh tempat buat makan keluarga besar, atau pengen Chinese food yang autentik dan medok banget, restoran ini tuh salah satu pilihan yang paling aman dan satisfying. 🥢✨",ChIJAU_iZMX1aS4RYAWHm-k4zOw,positive
Bakerzin Plaza Senayan,Sudirman SCBD,1.0,,"Pesan 3 menu, suasana sepi,yg 1 menu sampe mau plg ngga keluar2, kasirnya bilang masih proses, tidak ada permintaan maaf. Kapok ngga akan kesini lagi.",ChIJt6r_30jxaS4RWmcuu-kUjLU,negative
Dapur Kito Bintaro,Bintaro,5.0,,"Salad buahnya enak banget. Pertama kali nyoba yang di BSD, cuma karena sekarang udah pindah dan sering kosong jadi saya order di Bintaro via traveloka. Dari sekian salad buah yang pernah saya coba (gak tau udah berapa tempat, saking cinta nya sama salad buah) ini SALAH BUAH TERENAK. No debat. Pecinta keju atau yang suka creamy, salad buah ini cocok banget asli. - Pemilihan buah (anggur, apel, lengkeng) pas karena ini penting banget, pemilihan buah dengan rasa yang netral gak dominan dan gak terlalu mengandung air. - Dressing kental, karena kebanyakan salad buah dressing nya agak encer jadi pas dicampur dengan buah yang masih mengandung air jadinya malah makin encer (jatohnya kayak sop buah 😅) tapi salad buah ini kental jadi ngblend banget sama buahnya dan RASA dressing nya creamy (sepertinya ada campuran keju) - Topping nya bener2 keju yang berkualitas baik. Kebanyakan salad buah tampilan keju nya banyak, tapi rasanya gak NGEJU 😢 salad buah DAPUR KITO ini saya yakin pake produk keju yang berkualitas baik (merk Craft) sepertinya.  Ditambah pelayanan ramah. Terima kasih ya. Pertahankan kualitas produknya 👍🏻",ChIJcS9D1ybxaS4RoxlCRXiwocc,positive
Warung Emak TTKDH,Sunter,5.0,,Yuu mampir dulu ☕ ngeteh minuman es rasa apa aja ada 👍👍👍,ChIJje0Qd9cfai4RtVc_QtLn1H0,positive
Warung Ramesan- Moi,Kelapa Gading,5.0,,"Tempat nya Bersih dan nyaman, Makanan nya jangan ditanya Sesuai selera Lidah Indonesia, Enak Banget👍👍👍",ChIJM9C7P3_1aS4Rg41fS_aTjNI,positive
TANG SATE MADURA,Makasar,5.0,,"Terenak, terbersih Ter Ter Ter semuanya sepondok gede. Jumbo banget satenya. Sukses selalu cak",ChIJwVjrXkuNaS4RDmZ9aV81Gng,positive
Suji - Suan Cai Yu | One Satrio,Kuningan,5.0,,"Enak, worth it porsinya gede, service very good waiternya informatif dan baik. Pesan sup ikan sayur asin gurame goreng, kulit tahu, dan cumi goreng bawang putih. Cumi goreng bawang putih the best👍",ChIJGUAiMl_zaS4RVGMlnfKNp8E,positive
MARKT,Kebayoran Baru,5.0,,Nemu tempat brunch yang nyempil tapi rasanya sih memuaskan banget… chicken crispy-nya enak banget… kopinya juga enak… ada salt bread juga… yang mau brunch di daerah selatan bisa nyasar kesini buat cobain….,ChIJL5Kv10rxaS4RTYS7DOD8RNM,positive
Thien Thien Lai Restorant China,Taman Sari,4.0,,"Modern chinese food, harga agak upside, pelayanannya kurang tanggap..food taste cukup okay tapi tdk mind blowing",ChIJl2Tz-Pj3aS4R4LBZsYK_WEo,neutral
Thole Bakmi Jawa,Cilandak,1.0,,"Sebelumnya mohon maaf jika mungkin rating service nya bad, karena saya sudah pesan makanan jam 08.00 dan hanya baru 1 makanan yang datang setelah 15 menit, makanan lainnya hampir menunggu setengah jam, padahal orang lain yg baru datang sudah disediakan. Mungkin ke skip ya atau bgmna, mohon kedepannya agar ditingkatkan pelayanannya.  Terimakasih",ChIJfbO4WjHxaS4Ryq26x7Qba_0,negative
Loewy,Kuningan,5.0,Bistro klasik yang terinspirasi Paris & New York tahun 1940-an yang menyajikan menu khas Eropa kontemporer.,"Tempat ini selalu ramai, brunch hari ini pun juga cukup ramai. Tempat nyaman dan pelayanan sangat baik.  Ambiance sangat chill dan asik.  Coffee so good, recommend.",ChIJNejSzeTzaS4R4H-4VM-q3gc,positive
Oenpao ( Ancol ),Pademangan,5.0,,"Tempat keren,pas untuk santai",ChIJRQFbWTweai4RmugeEHmETOo,positive
"Islah 25 - Hobi Makan Pedas, Karang Tengah",Lebak Bulus,5.0,,"Sambalnya mantap, pasti ga bakal nyesel deh klo udah tau rasa pasti bakalan balik lagi.",ChIJz1qYKmfvaS4RSHm6VPPzCR0,positive
Soto Betawi Ondel Ondel,Bintaro,5.0,,"Gimana ya jelasinnya, pokoknya soto betawi di sini enak! Meski harganya relatif ke atas, sepadan dengan porsinya yang besar. Potongan dagingnya juga banyak, kuahnya memang encer namun kaya rempah, dan irisan sayur pelengkap seperti tomat dan kentang yang tidak pelit. Untuk nasinya, yang bikin tambah sedap ya taburan bawang gorengnya dong. Dengan perasan jeruk limau yang pas, rasanya mesti akan sempurna.  Mungkin satu yang jadi PR, perlu disediakan porsi kecil/hemat dari menu soto betawi ini agar bisa dinikmati masyarakat secara luas. Plus, kondisi tempat mungkin bisa mulai dipertimbangkan apabila ada pengunjung yang memilih dine-in seperti saya.",ChIJdd_VkTDwaS4RxYN2lxV5lms,positive
Obonk Steak & Ribs Buaran,Klender,4.0,,"Sauce barbekue nya sih perlu perbaikan, cmn dapat menu zonk jg kmrin.. Pesan sirloin yg impor malah banyak uratnya.. Jd malah alot dan banyak yg ga kemakan.  Next klo banyak uratnya jgn disajikan, biar pelanggan tdk kecewa  Plus: ada musola nya",ChIJRSULT6-MaS4R-Wfm65vFZ1U,neutral
Sogogi Shabu & Grill Pondok Pinang,Pondok Indah,1.0,,"20 Maret 2025, saya sudah chat untuk reservasi dari jam 8 PAGI (bukti akan terlampir), tapi tidak ada jawaban. Lalu saya pikir yasudah bisa saja datang langsung karna tidak ada jawaban apa apa. Namun saat saya sudah sampai di lokasi, SAYA DITOLAK KARNA MENGATAKAN TIDAK RESERVASI. DENGAN DALIH ""oh kalo chat nya gak dibales berarti udh full booked kak"". WHAT ON EARTH MANA SAYA TAHU KALO ITU BAKAL SUDAH FULL BOOKED JIKA TIDAK ADA JAWABAN. DAN SAYA SUDAH CHAT DR JAM 8 PAGI MASA IYA SUDAH FULL BOOKED!!!!!!  Yg sangat saya sayangkan kenapa TIDAK ADA KONFIRMASI jika memang sudah full booked. Buang2 waktu.  SAYA SANGAT KECEWA DENGAN PELAYANAN YG SEPERTI INI. BAHKAN PERMOHONAN MAAF PUN TIDAK ADA DR KARYAWAN CABANG PONDOK PINANG MALAH KETAWA2 KARYAWANNYA.  TERIMAKASIH.",ChIJs85VUGX3aS4RJ31qzps1ZaM,negative
MALACCA TOAST Kelapa Gading,Kelapa Gading,5.0,,Indoor dan outdoor. Penyajian cepat dan tepat. Tempat bersih. Rasa OK. Minuman fresh : jeruk nipis. Belum ada jus buah.,ChIJ2zJQ0TH1aS4R-pFwrEc6RHU,positive
RM Khas Ciganea Purwakarta,Tanjung Priok,5.0,,"Rumah makan rekomendasi banget, buat acara dan kumpul2 wajib di coba, rasa dan harga terjangkau, apa lagi nasi liwet dan sambal dadak ya, nampol bikin nagih, pelayanan ramah",ChIJRX9Sfjcfai4RniUbV0VkBOU,positive
Bubur Kwangtung,Kebayoran Baru,4.0,Restoran santai yang menghidangkan porsi besar bubur khas Asia & makanan lezat di tempat sederhana.,"Selain bubur, menunya banyak yg ga ready/habis. Padahal jam 07.30 Pagi.  Parkir susah  SeBaiknya reservasi dulu",ChIJixO9b2fxaS4RkDd-SPT037k,neutral
Nasi Uduk Betawi Pengadegan Bang Awi,Pancoran,2.0,,Asli ya liatnya rame penasaran beli. Gila kena scam asli… Beli nasi pake jengkol sama tempe goreng 14k trus bilang tuh pak awinya. “Mau pake kantong? “Ya sama karna makan dirumah pake pak masa iya di tenteng tenteng kertas nasi. Di jawab “pake kantong jadi 20rb kantongnya mahal mbak” Lah gila kali ..saya juga dagang pak harga kantong kresek mah murah Asliii takut balik lagi.. maaf pak kapok saya,ChIJE60BgrrzaS4R2U-iYdYnuUY,negative
Chinese Food Pak Nano,Senen,1.0,,"yg bener aja tempat kecil harga makanan pricey, mana rasanya gak standar aja. mie goreng dengan isian telur, bakso, ati ampela 60rb tuh too much bgt sih. not recommended.",ChIJx3HX_jX0aS4RqmLExh-tS7s,negative
Tribes Cafe,Kelapa Gading,5.0,,"Tempatnya bagus, rapih, bersih dan nyaman buat nongkrong",ChIJ1TPzjnuLaS4RfmpSA0NVn_0,positive
Rumah Makan Padang Minang Permai Kemanggisan,Kebon Jeruk,5.0,,"Rasanya mantap, harga murah, yg ingin take away pengemasan nya juga rapi, rasanya seperti keinget masakan kampung kembali, semoga sukses",ChIJB5kppjD3aS4RhM2fhAlK67E,positive
Waroeng Aw,Kebon Jeruk,5.0,,Pasilitas yang memuaskan,ChIJ3X91Ah_3aS4Rmzs3CxjRANQ,positive
WARTEG INDRI putri,Daan Mogot,5.0,,Sop sapi nya seger bnget rempah rempah nya sangat terasa sop sapi sama nasi 20.000 kenyang enak seger sampai Berkringat jangn lupa minta cabe rawit biyar tambah melek,ChIJodstC7T3aS4RcznbDb6u0GM,positive
Cafe Safari,Kebayoran Lama,3.0,"Tempat makan dengan menu internasional yang menyediakan layanan bar lengkap, tempat duduk outdoor, dan Wi-Fi.","Saya disini pesen ted steak pancake mixed berry. Steaknya gak seger trus pancakenya jga gak enak. Kelebihan disini hanya karena ada live musik dan cocok buat kumpul2 komunitas. Pelayanan memang ramah, toilet juga bersih. Parkir juga lumayan susah karena space parkirnya sedikit.",ChIJ6UxHfRPxaS4Rl0E49c8nPdQ,neutral
SHSD Sambel Hejo Sambel Dadak Cempaka Putih,Johar Baru,5.0,Masakan khas Sunda tradisional yang disajikan di ruang nyaman bernuansa santai dengan tempat duduk outdoor.,"Tempatnya bagus dan nyaman, banyak ornamen dan furniture jadul untuk spot foto, lengkap ada speaker, cocok untuk acara. Pelayanan nya cepat, saya sendiri kemarin mengadakan acara disini. Terimakasih team SHSD, semoga sukses terus",ChIJe_oXX1X0aS4Rr5jU94vw8M8,positive
Aping Chinese Food,Central Park Mall,5.0,,"Chinese food yg nyempil di ruko tapi okee untuk makan malam. menu menu nya banyak pilihan dan cocok di lidah,menu nya bisa pilih ukuran small atau medium. yang agak susah sih parkiran mobil nyavya sempit dan kurang. tempatnya juga kurang besar. lumayan oke kalo pas ke daerah jakarta barat pengen chinese food bisa mampir ke sini..",ChIJ6xlqIFf2aS4RZIJxsEGfIyU,positive
Shi San Dai Dimsum & Restaurant Sunter,Sunter,4.0,,"Tempatnya pas sebelah Glossmate, bisa untuk tunggu saat cuci mobil. Tempatnya cukup nyaman dan servisnya ok. Tp banyak yang lalu lalang karena utk memanggil orang yang mobilnya sudah selesai dicuci.  Buat makanan, rasa kwetiau gorengnya so-so for me. Iga bakar lumayan empuk. Buat minuman ok, minuman proteinnya enak.",ChIJhTBQgRX1aS4RPjY1xY5QS8Q,neutral
Dapoer Biranda,Jatinegara,5.0,,"Suasananya enak,makannya enak,pelayanannya ramah Goodjob,",ChIJKQGJIwDzaS4RmEyctdZfu38,positive
Rumah Makan Iga Sapi MANDIRI Kramat Jati,Kramat Jati,5.0,,"Nyaman untuk santap dan santai. Harga terjangkau kantong, harga kaki lima rasa bintang 5.",ChIJy97Kb8LzaS4RTvsrXwFJhu8,positive
Rumah Makan Ampera,Koja,5.0,,"Makanannya enak dan lumayan terjangkau harganya, cuma lahan parkirnya sempit bahkan untuk motor sekalipun",ChIJq23QoMUfai4RWbSL2_nbcgo,positive
Kedai Steak Nusantara Cibubur Kranggan,Cibubur,3.0,,"Semoga bisa naik kelas dengan tidak memberikan ruang bagi perokok.  pikir saya inikan restoran, steak, kebanyakan yg datang kalangan menengah ke atas. Bukan steak ala ala warteg. Bukan pula warkop. Manajemen jangan ragu ragu untuk tidak memberikan ruang bagi perokok.",ChIJheigSwWTaS4RWVygKNOZVfM,negative
Lumpang Emas Signature - Prapanca,Kebayoran Baru,5.0,,"Makan siang disini ketika acara penutupan sebelum Bulan Ramadhan  Terimakasih bapak dan Ibu, yang telah mengajak kami makan siang disini  Posisi di pinggir jalan arah Blok M, Tapi jika ingin mampir kesini dari arah Antasari disarankan jangan naik Flyover, karena posisi resto tepat di sebelah flyover Antasari  Tempat parkir resto kecil, namun cukup menampung 4-5 mobil, serta beberapa motor  Resto sejuk, tenang dan bersih banget Kita booking, room yang privat dan pelayanan nya gercep serta staff nya ramah banget Sangat membantu customer  Menu variatif dengan rasa yang lumayan enak Minuman juga, harga lumayan mahal ya Namun sebanding dengan pelayanan dan tempat yang sangat nyaman  Resto terdiri dari 2 lantai, semua tempat dari resto ini aesthetic banget  Toilet bersih, namun untuk musholla agak kecil dan panas.. berbanding terbalik dengan keadaan resto yang serba nyaman di setiap bagian  Overall oke.. Sukses terus resto Lumpang Emas",ChIJD-TCQHPxaS4R2Ht75sQ3inw,positive
Warung Makan Alinda,Pancoran,5.0,,Warung makan kaki 5,ChIJCyCpccbzaS4REE1H2GecR-A,positive
Khanza food and drink,Pasar Minggu,5.0,,Tempatnya bagus dan rapih,ChIJjfQCW_LpaS4R5pdqcmFQBos,positive
"Warung sate solo pak ""Alex""",Bintaro,5.0,,"Enak, nasi + tongseng, 25 rb, kuah cenderung encer,  tp banyakan kol nya drpd daging Masih bisa lebih bersih dan terang. Parkir susah",ChIJ-yOCGxjwaS4RBtUw7aqYCFI,positive
warung kartini,Tebet,5.0,,Menu amsaan jawa lengkap bersih. sayang ga tiap hari buka. Masakannya lengkap dan seger. Enak buat buka puasa,ChIJW_-QGXbzaS4RWaOfHF2mRJc,positive
Monday Breakfast Club,Puri Indah,5.0,,My 2nd visit. Love the ambiance. Enak buat brunch. Slalu order poffertjes nya enak bgt wangi & udah include maple butter. Wish kedepannya lebih banya menu western brunch lainnya❤️,ChIJkwHLt5z3aS4Ri0xqr3ManZo,positive
HokBen Rawasari,Johar Baru,4.0,,"Tempatnya kecil, seukuran ruko, saat datang AC nya tidak hidup. Jika diperhatikan yang datang kesini lebih banyak take away seperti orderan GoFood dari pada makan ditempat. Hokben buka 24 jam, kalau susah cari makan GoFood aja, ini yang terdekat dari rumah.",ChIJq1rbrvD0aS4RZscULL3aIDw,negative
Kawanua 86,Pondok Indah,5.0,,Rahang tuna nya lumayan enak si. Cuma sayang nasi nya sedikit keras. Pelayan nya sangat ramah. Semoga bisa lebih ramai lagi ya,ChIJL56N1_TtaS4RMshtLCgPQw4,positive
Dapoer Almunna,Jatinegara,5.0,,"Enak bgt sotonya berasa semuanye,, pake nasi mantep bener ajiiiibbbb....sedaaaaap🤤",ChIJuXxmYgD1aS4R7IuhaoU5wTA,positive
Warung Makan Simpang Galanggang,Daan Mogot,5.0,,"Selalu order di GoFood. Rendang dan ayam bakar enak, dan menyediakan tempe tahu. Bisa minta nasi hanya setengah porsi saja",ChIJfwS7nKb3aS4R7MStdWasEJI,positive
RM Kemang Sari,Pondok Kopi,5.0,,"Lokasinya adem, parkir luas.. masakannya juga enak...mantabb.. rekomendasi sekali",ChIJcdVE7CzzaS4RII7fnCh7ksc,positive
Sego daun,Central Park Mall,5.0,,"Nasi bakar cuminya enak :( kangen banget, apalagi dimakan sama petenya selagi masih hangat. Setiap grab food pasti porsi yang besar hahaha Tapi karna sekarang tinggalnya di Selatan, mau grabfood kejauhan :( Kalau main ke Barat pasti mau pesen ini deh  Nasi bakar cumi (9/10).",ChIJyatB9Sv3aS4Rcyq90CRZXfE,positive
Karya Minang,Kuningan,5.0,,"Gada obaaaat, enak semua. Gajeboh nya empuk dan bumbunya enak banget legendaris. Rendang nya pun rasanya nendang. Makan ditempat maupun di gofood rasa dan porsinya masih sama konsisten. Gak heran kalo cepet habis lauk lauknya.",ChIJXbFN1MLzaS4RvM_rBFGdmYE,positive
rumah makan ibu tinah,Jatinegara,5.0,,Banyak menunya,ChIJb3Ds9GPzaS4RbsdHLEPeUOU,neutral
Saung Kita Tanjung Duren,Grogol,5.0,,Tempat Makan Yang Nyaman. Bersih & Parkir Yang Cukup. Makanan Tidak Ada Yang Zonk. Enak Semua Apalgi Paketan Keluarga Nya. Bisa Request Party kcil2 an Karena Saudara Ultah. Thanks Team Saung Kita Tj Duren,ChIJvxe8QVf2aS4RLCn-Kk-PXeQ,positive
Fafa Resto & Coffee,Kembangan,5.0,,"Tempatnya nyaman, makanannya murah, enak, terima penginapan karyawan kantor, ada ruang untuk pelatihan sprti bnsp",ChIJLeVN-yv3aS4Ri7DqJ6dtOns,positive
Rumah Makan Minang Sepakat,Matraman,5.0,Makanan daerah Indonesia disajikan di tempat makan terang & penuh warna dengan dekor kontemporer.,"Alhamdulillah mantap jiwa menghadapi panas di luar, tiap ke daerah matraman, absen dulu nambah nasi pakai kuah luber 😍🥹🫶🏻.",ChIJ2eFZGWb0aS4R6rTRnTWf3uw,positive
Gado-Gado Kartika,Fatmawati,5.0,Restoran simpel yang menyajikan gado-gado tradisional & hidangan klasik Indonesia lainnya.,"Gado-gado Kartiko ini cukup legend, harganya juga premium banget. Areanya cukup luas. Jadi bisa memuat orang banyak. Tempatnya di ruko agak masuk ke perumahan. Gado-gadonya enak banget, loteknya juga. Pelayanannya cepat dan ramah.",ChIJj0l4FanxaS4Rq3ophPQoBdo,positive
Warung Sate Haji Giyo Original,Jatinegara,4.0,"Restoran simpel yang menawarkan sate & nasi goreng, plus sup lezat.","Tempat nya ada di pinggir jalan raya Jl. Basuki Rachmat (dekat pasar Gembrong). Space untuk parkir ada, mobil mungkin bisa muat 5 dan motor muat sekitar 10 sampai 15 an. Tempat nya cukup bersih, tempat duduk tidak terlalu banyak, ruangan ber ac, dan  juga ada toilet nya yang cukup bersih juga. Harga Sate nya agak pricy, 10 tusuk (sate kambing dengan lemak) harga nya 75.000 tanpa nasi sedangkan 10 tusuk (sate kambing tanpa lemak) 85.000 tanpa nasi. Ukuran sate nya lumayan besar dan daging nya empuk, rasa nya 'so so' sebagaimana sate kambing pada umumnya. Salah satu kelebihannya (mungkin) menu nya yang banyak variasi nya, minuman juga banyak variasi nya.",ChIJ7URWTc_zaS4RYmfdrMg23Vk,positive
De Luca Plaza Senayan,Senayan,5.0,Menyajikan pilihan lengkap makanan ala Italia dan minuman koktail. Lokasi yg strategis dan nyaman.,"Ambience nya sangat cozy, Bisa smoking di dalam tapi tetap nyaman Gak terganggu asap rokok. Untuk dessert nya enak. kesini buat chill sore sama temen2  For more reviews check my IG : @farenavirginia",ChIJz9G3IEnxaS4RoTWyTFZ9lME,positive
rumah makan ibu tinah,Jatinegara,5.0,,Yah....bagi....kalian semua bila lapar jangan lupa mampir ke rumah mkn ibu Tinah makanya enak sehat...higynis,ChIJb3Ds9GPzaS4RbsdHLEPeUOU,positive
Kedai Lilie Singkawang,Tanah Abang,5.0,,Iga bakarnya enak bangat. Dikasih sop sama sambal juga. Puas bangat makan disini 👍. Pasti bakal balik lagi si kalau lagi pengen iga bakar 😋,ChIJPW_L7yD0aS4Rg5THfHxN7zQ,positive
Lapo Marpadotbe,Jatinegara,4.0,"Makanan khas Batak, termasuk aneka menu babi, yang disajikan di kedai makan sederhana dan terang.","Tempat bersih. Pelayanan cepat. Hanya saja perlu edukasi lebih untuk karyawan perihal product knowledge, agar lebih bisa menjelaskan jenis makanan dan menu yang disediakan.",ChIJkzarlI70aS4RLdQw5l4qOEY,positive
Resto Salemba 43 - (Cabang Rawamangun (Kopi Tiam & Ex Bakmi Salemba 43)),Pulo Gadung,4.0,,"Enak dan porsi banyak, cocok untuk makan Tengah.. Untuk menu salted egg nya tolong di improve biar lebih berasa ya Kak, makasih",ChIJUUhyh071aS4RIbd-jRXm18E,neutral
KerenYes Kampung Melayu,Jatinegara,5.0,,"pernah nongkrong disini, bukan cuma ayamnya yang enak tapi vibes angkringannya berasa juga, nice to try ✨",ChIJ47N8DgDzaS4RQz5yD5eMJcs,positive
Roti Panggang Palasari,Penjaringan,5.0,,"bila kamu hanya ingin nongkrong sambil menyantap makanan ringan, kamu bisa segera melipir ke kedai roti panggang ini. Di sini juga jual indomie dengan telur setengah matang pakai daging kornet. Wuih, gokil!  Harga makanan :",ChIJUyNrqO0dai4RMogmDyRvOro,positive
Sayur Asem Mpok Nasah,Kembangan,1.0,,"Perlakuan restaurant ini terhadap driver sangat buruk, sangat tidak di prioritaskan, saya bahkan sampai menunggu 20 menit hanya untuk menunggu pesanan saya datang, restaurant ini terlalu mengeutamakan customer tanpa menimbangkan driver, dan menurut driver lain, hal ini sudah cukup umum di kalangan driver bahwa restaurant ini memang memperlakukan driver dengan buruk.",ChIJz4av1k33aS4RDO4yLzi5Vlk,negative
Nasi Goreng Kambing Warung Jati Barat,Mampang,5.0,,"Lagi nginep di ra inn pas lebaran.. iseng jalan.. buka,, nasgornya porsi gede banyak dagingnya.. nasgor kambing 22 ribu.. daging empuk.. worth it banget",ChIJU6ZqaC3yaS4R8VVc8kGx1Ow,positive
rumah makan yense,Penjaringan,4.0,"Restoran kasual dengan aneka hidangan daging babi, sapi, dan mi ayam di tempat mungil.",Pesan nasi hainam 3 kombinasi dan bakmi. Rasanya enak semua. Untuk pelayanan cepat. Untuk tempat bersih.,ChIJ394wXqIdai4Rk5tADrsl_1A,positive
Bun Voyage Burger Docks,Blok M,5.0,,"Tempatnya bagus , pelayanan ramah buat ojol",ChIJ1R-VCN7xaS4R4k9SejH6GVg,positive
Nasi Goreng Warung Udin,Pulo Gadung,5.0,,"Nyaman ,banyak menunya dan enak",ChIJY5XeDq31aS4R05OzjHTXdOY,positive
WARTEG ORENS BAHARI 143 SLIPI,Palmerah,3.0,,"Tempat nya sempit, klw siang lumayan antri. Untuk rasa msh kurang konsisten, kadang rasa nya agak asin. Untuk harga msh terjangkau. Msh cukuplah uang mu klw mau traktir aq 😆",ChIJh618QO73aS4RC0hk9nwjgnU,neutral
Rumah Makan Beringin Sari Masakan Padang,Grogol,5.0,,Masakan nyh enak bikin ketagihan.. Menu nyh juga komplit.. Pelayanan 👌👍,ChIJ6Unm8fn3aS4RBZc6P0dFWaU,positive
Pancong Rest Coffee Rawabelong,Kebon Jeruk,1.0,Tempat nongkrong simpel yang terkenal dengan aneka rasa kue kelapa pancong dan camilan klasik.,"yg bikin kue sambil ngerokok jorok bgt 🤮 mesesnya berasa bgt curah🤮 Tukang parkirnya apa bgt modal narikin motor gue pake nanya, ""makan disini atau dibungkus, "" Kek urusan lo apa? Oh ternyata dibedain 🤣 bungkus (PAKEK STEROFOAM YUCK) 2rb parkir, makan di tempat parkir 3rb kek....Apa sih bikin badmood, ga nyaman.",ChIJrTZ5Ldr2aS4RSotNVDQzt2I,negative
Kantin Tenda Biru,Pondok Indah,5.0,,"Enak, adem, cocok buat santai..",ChIJk_Z6gcjxaS4Rn0mMQdG8bQM,positive
MCG KOPITIAM,Cengkareng,5.0,,"Randomly choose place for 'nongkrong' with my friend. Awal saat dtg bingung parkir utk motor, ternyata agak masuk ke dalam semacam rumah mungkin(?), jadi aman dan teduh. Pelayanan para staff sangat ramah. Makanannya enak2, harga juga masih affordable. Kami mencoba nasi goreng rempah seafood, lumpia goreng, bihun goreng seafood, dan nutella cheese toast. Varian makanan dan minuman yang tersedia juga banyak. AC dinginnn jadi nyaman banget utk nongkrong lama2 di sini.",ChIJSTC_rVz3aS4RG-mvj8DIyuw,positive
Rumah Tua (d.h RBS Mampang & Fingers Butter Rice MAMPANG,Mampang,5.0,,"Murah 25 aja /jam, Karpetnya baru jadi lebih enak, klo aus pesen es teh mba sama masnya ramah, parkir juga aman disusun rapi sama masnya  paling kekurangannya stiknya ada satu yg ga lurus tapi tetep oke, sama klo lg ada yg karaoke brisik betul",ChIJwxZZkv_zaS4RyxBd7Twpgzw,positive
WARUNG HAJI SILO,Jagakarsa,5.0,,"Tempatnya lumayan bagus, banyak yempat duduk, pencahayaan malam bagus untuk poto, makanannya beragam, minumannya juga beragam, harga lumayan tuk sekali2 saja ga masalah tapi kl untuk makan berlangganan harus cek isi kantong dulu... Overall bagus",ChIJ75XqlbntaS4RiPRlSAqx5BQ,positive
"Rumah Makan ""Pawon Ibu Jur""",Kelapa Gading Barat,5.0,,"Masakan enak banget, pelayanan prima (y)",ChIJ8YygUiX1aS4RiiwiC2UyNwk,positive
Angel Lesehan,Pondok Indah,1.0,,"Tgl. 27 juni 2019, pkl. 00:12 WIB makan disini cuma gegara pesen teh tawar pelayanannya yg dongo dan jamet itu numpahin air kaga ada minta maaf nya, emang",ChIJsXdmgZbxaS4RXk0HlMzYn8k,negative
Restaurant rempah nusantara,Tanjung Priok,5.0,,Room indoor dan outdoornya nyaman cocok utk acra keluarga atau acara lainya.utk harga mkanan terbilang murah dan enak.pokonya recommended.,ChIJYaq8piofai4Rl5ZJnyVWQeQ,positive
